clean_text,clean_text_baseline,is_ambiguous
The solution should interface with EHR or EMR systems.,the solution should interface with ehr or emr systems,1
The system has the capability to generate cart exchange fill list IV picking IV fill list.,the system has the capability to generate cart exchange fill list iv picking iv fill list,0
The user has successfully changed his or her password UC3 S2.,the user has successfully changed his or her password uc3 s2,0
The solution should provide minimum data to be captured in the audit log includes the following,the solution should provide minimum data to be captured in the audit log includes the following,1
Enter the appropriate parameters such as the date of service and click 'Search' to bring up a list of all invoices claims matching the requested parameters.,enter the appropriate parameters such as the date of service and click search to bring up a list of all invoices claims matching the requested parameters,1
1 NVLAP-accredited testing laboratory or,1 nvlapaccredited testing laboratory or,0
A covered entity may not require individuals to waive their rights under 160.306 of this subchapter or this subpart as a condition of the provision of treatment payment enrollment in a health plan or eligibility for benefits.,a covered entity may not require individuals to waive their rights under 160306 of this subchapter or this subpart as a condition of the provision of treatment payment enrollment in a health plan or eligibility for benefits,1
The system shall provide the ability for concurrent users to view the same clinical documentation or template.,the system shall provide the ability for concurrent users to view the same clinical documentation or template,0
Monday Saturday 300am to 400am EST Sunday 100amd to 500am EST,monday saturday 300am to 400am est sunday 100amd to 500am est,0
b Health plans.,b health plans,0
i Record actions.,i record actions,0
The National Council for the Prescription Drug Programs NCPDP Prescriber or Pharmacist Interface SCRIPT standard Implementation Guide Version 8 Release 1 Version 8.1 October 2005.,the national council for the prescription drug programs ncpdp prescriber or pharmacist interface script standard implementation guide version 8 release 1 version 81 october 2005,0
c The provision of State law including State procedures established under such law as applicable provides for the reporting of disease or injury child abuse birth or death or for the conduct of public health surveillance investigation or intervention.,c the provision of state law including state procedures established under such law as applicable provides for the reporting of disease or injury child abuse birth or death or for the conduct of public health surveillance investigation or intervention,0
3.2.30.6 Reference Document.,32306 reference document,0
d1 Subject to the 15-day rule under 160.518a and the admissibility of evidence under 160.540 either party may introduce during its case in chief items or information that arose or became known after the date of the issuance of the notice of proposed determination or the request for hearing as applicable.,d1 subject to the 15day rule under 160518a and the admissibility of evidence under 160540 either party may introduce during its case in chief items or information that arose or became known after the date of the issuance of the notice of proposed determination or the request for hearing as applicable,1
iv A copy of the qualifications of each of the applicant's personnel who oversee or perform certification according to section 5.2 of ISO or IEC Guide 651996,iv a copy of the qualifications of each of the applicants personnel who oversee or perform certification according to section 52 of iso or iec guide 651996,0
The system shall create a single patient record for each patient.,the system shall create a single patient record for each patient,0
c Secretary's decision on exception.,c secretarys decision on exception,0
Implementation Guide for Ambulatory Healthcare Provider Reporting to Central Cancer Registries HL7 Clinical Document Architecture CDA incorporated by reference in 170.299.,implementation guide for ambulatory healthcare provider reporting to central cancer registries hl7 clinical document architecture cda incorporated by reference in 170299,0
The system has the ability to document date or time of collection.,the system has the ability to document date or time of collection,0
2 The qualifying MA organization must report to CMS within 60 days of the close of the calendar year the aggregate annual amount of revenue attributable to providing services that would otherwise be covered as professional services under Part B received by each qualifying MA EP for enrollees in MA plans of the MA organization in the payment year.,2 the qualifying ma organization must report to cms within 60 days of the close of the calendar year the aggregate annual amount of revenue attributable to providing services that would otherwise be covered as professional services under part b received by each qualifying ma ep for enrollees in ma plans of the ma organization in the payment year,1
A When appropriate information as to how payment if any will be handled and,a when appropriate information as to how payment if any will be handled and,1
HL7 IN 2.5.1 Manage Unstructured Health Record Information,hl7 in 251 manage unstructured health record information,0
The Disputes application shall interface with the Statement Database.,the disputes application shall interface with the statement database,0
System requests made to the Business logic and Data Access logic layers shall be authenticated and authorized.,system requests made to the business logic and data access logic layers shall be authenticated and authorized,1
The system has the a method for positive identification for patients prior to phlebotomy and point of care testing.,the system has the a method for positive identification for patients prior to phlebotomy and point of care testing,0
The solution should provide the ability to capture nonprescription medications including over the counter and complementary medications such as vitamins herbs and supplements.,the solution should provide the ability to capture nonprescription medications including over the counter and complementary medications such as vitamins herbs and supplements,1
The witness is entitled to a copy of the transcript upon payment of prescribed costs except that for good cause the witness may be limited to inspection of the official transcript of his or her testimony.,the witness is entitled to a copy of the transcript upon payment of prescribed costs except that for good cause the witness may be limited to inspection of the official transcript of his or her testimony,1
3.2.43.4 Alternate Flows.,32434 alternate flows,0
The LHCP is notified if a new or edited appointment time conflicts with another existing appointment .,the lhcp is notified if a new or edited appointment time conflicts with another existing appointment,1
c Health care clearinghouses.,c health care clearinghouses,0
A The parties to the dispute giving rise to the request for information have agreed to a qualified protective order and have presented it to the court or administrative tribunal with jurisdiction over the dispute or,a the parties to the dispute giving rise to the request for information have agreed to a qualified protective order and have presented it to the court or administrative tribunal with jurisdiction over the dispute or,0
The system has the capability to have a controlled substance tracking.,the system has the capability to have a controlled substance tracking,0
The solution should provide the ability to implement a Chain of Trust agreement.,the solution should provide the ability to implement a chain of trust agreement,1
This will present you with a list of all of the contacts currently contained in your Address Book.,this will present you with a list of all of the contacts currently contained in your address book,0
Open up web-browser and point it to the installation script at .,open up webbrowser and point it to the installation script at,0
The initial amount is equal to one of the following,the initial amount is equal to one of the following,0
lastName firstName email phone.,lastname firstname email phone,0
5 A health plan that operates as a health care clearinghouse or requires an entity to use a health care clearinghouse to receive process or transmit a standard transaction may not charge fees or costs in excess of the fees or costs for normal telecommunications that the entity incurs when it directly transmits or receives a standard transaction to or from a health plan.,5 a health plan that operates as a health care clearinghouse or requires an entity to use a health care clearinghouse to receive process or transmit a standard transaction may not charge fees or costs in excess of the fees or costs for normal telecommunications that the entity incurs when it directly transmits or receives a standard transaction to or from a health plan,1
The system has the capability to provide automatic notification of integrated results.,the system has the capability to provide automatic notification of integrated results,0
b If the National Coordinator determines that a Type-1 violation occurred that called into question the legitimacy of certifications conducted by the former ONC-ATCB then the National Coordinator would,b if the national coordinator determines that a type1 violation occurred that called into question the legitimacy of certifications conducted by the former oncatcb then the national coordinator would,1
There is no administrative or judicial review under sections 1869 or 1878 of the Act or otherwise of the,there is no administrative or judicial review under sections 1869 or 1878 of the act or otherwise of the,0
The solution should provide the ability to create hardcopy and electronic report summary information procedures medications labs immunizations allergies and vital signs.,the solution should provide the ability to create hardcopy and electronic report summary information procedures medications labs immunizations allergies and vital signs,1
3.2.29.2 Main Flow.,32292 main flow,0
iv Automatically and electronically interact.,iv automatically and electronically interact,0
CMS will use the information provided in this subparagraph or paragraph b5 of this section for no other purpose than to compute the amount of EHR incentive payment due the MA organization.,cms will use the information provided in this subparagraph or paragraph b5 of this section for no other purpose than to compute the amount of ehr incentive payment due the ma organization,0
The route of medication delivery matches the route specified in the medication order.,the route of medication delivery matches the route specified in the medication order,0
The solution should provide display of compound medications within the formulary.,the solution should provide display of compound medications within the formulary,1
1 Electronically transmit the ambulatory summary or inpatient summary as applicable to the EHR technology setting for which certification is requested created in paragraph e1iB 1 of this section in accordance with the standard specified in 170.202a.,1 electronically transmit the ambulatory summary or inpatient summary as applicable to the ehr technology setting for which certification is requested created in paragraph e1ib 1 of this section in accordance with the standard specified in 170202a,1
The LHCP's average treatment satisfaction.,the lhcps average treatment satisfaction,0
The system has the capability to print clear summary for patients on discharge.,the system has the capability to print clear summary for patients on discharge,0
164.526 Amendment of protected health information.,164526 amendment of protected health information,0
ii Availability Required.,ii availability required,1
It can be sorted by clicking on any of the four column headings.,it can be sorted by clicking on any of the four column headings,1
3.2.1.7 Sub-flow Traces.,3217 subflow traces,0
i The receipt of health care,i the receipt of health care,0
The solution should have the capacity to allow authorized entities read-only access to the EMR according to agreed upon uses and only as a part of an identified audit subject to appropriate authentication authorization and access control functionality.,the solution should have the capacity to allow authorized entities readonly access to the emr according to agreed upon uses and only as a part of an identified audit subject to appropriate authentication authorization and access control functionality,1
The authority citation for part 422 continues to read as follows,the authority citation for part 422 continues to read as follows,0
The product shall ensure that only supervisors can enter a callers schedule.,the product shall ensure that only supervisors can enter a callers schedule,1
495.320 FFP for payments to Medicaid providers.,495320 ffp for payments to medicaid providers,0
Click on the tab for the section you would like to work with and fill in the desired fields.,click on the tab for the section you would like to work with and fill in the desired fields,1
Applicant means a single organization or a consortium of organizations that seeks to become an ONC-ACB by submitting an application for ONC-ACB status to the National Coordinator.,applicant means a single organization or a consortium of organizations that seeks to become an oncacb by submitting an application for oncacb status to the national coordinator,0
2 A health care clearinghouse.,2 a health care clearinghouse,0
The solution should allow nurses to request prescription refills and the solution validates refill availability and queues refill for filling.,the solution should allow nurses to request prescription refills and the solution validates refill availability and queues refill for filling,1
d Decision.,d decision,0
The solution should support tracking of inmate preferences related to diet language religion spiritual practices and culture are available at the point of prescribing and ordering,the solution should support tracking of inmate preferences related to diet language religion spiritual practices and culture are available at the point of prescribing and ordering,1
For information on the availability of this material at NARA call 202-741-6030 or go to .,for information on the availability of this material at nara call 2027416030 or go to,0
13 Procurement records and files for purchases in excess of the simplified acquisition threshold must include the following at a minimum,13 procurement records and files for purchases in excess of the simplified acquisition threshold must include the following at a minimum,1
The system shall have the ability to record and display the identity and credentials of all users who entered all or part of a note even if they did not finalize the note.,the system shall have the ability to record and display the identity and credentials of all users who entered all or part of a note even if they did not finalize the note,0
HL7 IN 1.9 Patient Privacy and Confidentiality,hl7 in 19 patient privacy and confidentiality,0
The LHCP enters and confirms the patient or representative's MID .,the lhcp enters and confirms the patient or representatives mid,0
Form CMS-R-0235 06 or 10,form cmsr0235 06 or 10,0
C Must specify the EHR reporting period and provide the result of each applicable measure for all patients admitted to the inpatient or emergency department POS 21 or 23 of the hospital during the EHR reporting period for which a selected measure is applicable.,c must specify the ehr reporting period and provide the result of each applicable measure for all patients admitted to the inpatient or emergency department pos 21 or 23 of the hospital during the ehr reporting period for which a selected measure is applicable,0
2 Implementation specifications Verification.,2 implementation specifications verification,0
4 Permitted disclosure Decedents.,4 permitted disclosure decedents,0
i The methodology and standards for determining the amount of payment under paragraph a5 of this section including the calculation of reasonable costs under 495.106c of this chapter.,i the methodology and standards for determining the amount of payment under paragraph a5 of this section including the calculation of reasonable costs under 495106c of this chapter,0
Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study,program administrators and nursing staff members shall have the ability to specify which classes are required for a program of study,1
The solution should conform to function DC.1.4.2 Manage Medication List and update the appropriate medication list with the prescribed medications in case of multiple medication lists.,the solution should conform to function dc142 manage medication list and update the appropriate medication list with the prescribed medications in case of multiple medication lists,1
B. Adding new paragraphs a5 a6 and a7.,b adding new paragraphs a5 a6 and a7,0
The LHCP views a list of requests he or she has made for reports with the status and pertinent information about the requests.,the lhcp views a list of requests he or she has made for reports with the status and pertinent information about the requests,0
If included the DRP must include strategies for recovery and procedures for testing the DRP.,if included the drp must include strategies for recovery and procedures for testing the drp,0
x Incorporate flexibility to adapt more easily to changes in the health care infrastructure such as new services organizations and provider types and information technology.,x incorporate flexibility to adapt more easily to changes in the health care infrastructure such as new services organizations and provider types and information technology,1
The Operations Management Communication capabilities should conform to the IN 2.1 Data Retention Availability Destruction requirements.,the operations management communication capabilities should conform to the in 21 data retention availability destruction requirements,1
The Data Access Logic Layer shall take the form of stored procedures database API Data Access Objects or Components Data Access Middleware Shared Data Services or Secure Web Service.,the data access logic layer shall take the form of stored procedures database api data access objects or components data access middleware shared data services or secure web service,1
b Basis for granting an exception.,b basis for granting an exception,0
The system has the capability to track and report number of consultations requested and number performed per physician.,the system has the capability to track and report number of consultations requested and number performed per physician,0
vii Transportation services including ambulance.,vii transportation services including ambulance,0
Click on a person's name to edit their contact information or click 'Add New' to enter a new contact into your address book.,click on a persons name to edit their contact information or click add new to enter a new contact into your address book,0
The solution should provide the ability to present order sets.,the solution should provide the ability to present order sets,1
The solution should conform to function IN.2.1 Data Retention Availability and Destruction.,the solution should conform to function in21 data retention availability and destruction,1
The solution de-identification capability should include Telephone numbers.,the solution deidentification capability should include telephone numbers,1
The solution should provide the ability to relate order set templates to aid decision support for certain diseases.,the solution should provide the ability to relate order set templates to aid decision support for certain diseases,1
iii When disabling the audit log is permitted.,iii when disabling the audit log is permitted,1
Any encryption algorithm identified by the National Institute of Standards and Technology NIST as an approved security function in Annex A of the Federal Information Processing Standards FIPS Publication 140-2.,any encryption algorithm identified by the national institute of standards and technology nist as an approved security function in annex a of the federal information processing standards fips publication 1402,0
f Encryption and hashing of electronic health information.,f encryption and hashing of electronic health information,0
4 Medications.,4 medications,0
The search results shall be returned in under 15 seconds.,the search results shall be returned in under 15 seconds,1
l Regenstrief Institute Inc. LOINC co Medical Informatics The Regenstrief Institute Inc 410 West 10th Street Suite 2000 Indianapolis IN 46202-3012 Telephone 317 423-5983 or,l regenstrief institute inc loinc co medical informatics the regenstrief institute inc 410 west 10th street suite 2000 indianapolis in 462023012 telephone 317 4235983 or,0
record activity in information solutions that contain or use electronic protected health information,record activity in information solutions that contain or use electronic protected health information,0
i For any type of disclosure that it makes on a routine and recurring basis a covered entity must implement policies and procedures which may be standard protocols that limit the protected health information disclosed to the amount reasonably necessary to achieve the purpose of the disclosure.,i for any type of disclosure that it makes on a routine and recurring basis a covered entity must implement policies and procedures which may be standard protocols that limit the protected health information disclosed to the amount reasonably necessary to achieve the purpose of the disclosure,1
f A report of any approved or anticipated changes to the allocation basis in the advance planning documents approved cost methodology.,f a report of any approved or anticipated changes to the allocation basis in the advance planning documents approved cost methodology,0
i For subsequent payment years payment may not exceed 85 percent of the maximum threshold of 10 000 which equals 8 500.,i for subsequent payment years payment may not exceed 85 percent of the maximum threshold of 10 000 which equals 8 500,1
RESTRICTIONS ON USE.,restrictions on use,0
495.346 Access to systems and records.,495346 access to systems and records,0
9i Objective.,9i objective,0
The NCPDP Prescriber or Pharmacist Interface SCRIPT standard Implementation Guide Version 8 Release 1 Version 8.1 October 2005.,the ncpdp prescriber or pharmacist interface script standard implementation guide version 8 release 1 version 81 october 2005,0
3 Funding source of the intervention development technical implementation and,3 funding source of the intervention development technical implementation and,0
iii The request for access is made by the individual's personal representative and a licensed health care professional has determined in the exercise of professional judgment that the provision of access to such personal representative is reasonably likely to cause substantial harm to the individual or another person.,iii the request for access is made by the individuals personal representative and a licensed health care professional has determined in the exercise of professional judgment that the provision of access to such personal representative is reasonably likely to cause substantial harm to the individual or another person,0
sqlupgradeDOTPHP,sqlupgradedotphp,0
1 Review the facts surrounding the revocation of the ONC-ACB's status and,1 review the facts surrounding the revocation of the oncacbs status and,0
The first time you log in to a fresh installation of OpenEMR you will need to log in as admin with a password of pass.,the first time you log in to a fresh installation of openemr you will need to log in as admin with a password of pass,0
Attest through a secure mechanism in a manner specified by CMS or for a Medicaid EP in a manner specified by the State that during the EHR reporting period the EP,attest through a secure mechanism in a manner specified by cms or for a medicaid ep in a manner specified by the state that during the ehr reporting period the ep,1
HL7 Version 3 Implementation Guide URL-Based Implementations of the Context-Aware Information Retrieval Infobutton Domain incorporated by reference in 170.299.,hl7 version 3 implementation guide urlbased implementations of the contextaware information retrieval infobutton domain incorporated by reference in 170299,0
Equipment acquired under this subpart is subject to the public assistance program requirements concerning the computation of claims for Federal financial participation in accordance with the provisions of 45 CFR part 95 subpart G.,equipment acquired under this subpart is subject to the public assistance program requirements concerning the computation of claims for federal financial participation in accordance with the provisions of 45 cfr part 95 subpart g,0
5 Any and all bids or offers may be rejected when it is in the grantees interest to do so.,5 any and all bids or offers may be rejected when it is in the grantees interest to do so,1
A covered entity may disclose protected health information to authorized federal officials for the provision of protective services to the President or other persons authorized by 18 U.S.C. 3056 or to foreign heads of state or other persons authorized by 22 U.S.C. 2709a3 or to for the conduct of investigations authorized by 18 U.S.C. 871 and 879.,a covered entity may disclose protected health information to authorized federal officials for the provision of protective services to the president or other persons authorized by 18 usc 3056 or to foreign heads of state or other persons authorized by 22 usc 2709a3 or to for the conduct of investigations authorized by 18 usc 871 and 879,1
A covered entity may deny an individual's request for amendment if it determines that the protected health information or record that is the subject of the request,a covered entity may deny an individuals request for amendment if it determines that the protected health information or record that is the subject of the request,1
For the purposes of this provision an individual is no longer an inmate when released on parole probation supervised release or otherwise is no longer in lawful custody.,for the purposes of this provision an individual is no longer an inmate when released on parole probation supervised release or otherwise is no longer in lawful custody,0
The Medicaid EPs incentive payments are subject to all of the following limitations,the medicaid eps incentive payments are subject to all of the following limitations,0
1 Include a requirement for maximum practical open and free competition regardless of whether the procurement is formally advertised or negotiated.,1 include a requirement for maximum practical open and free competition regardless of whether the procurement is formally advertised or negotiated,1
The solution should provide the ability to create workflow task list queues.,the solution should provide the ability to create workflow task list queues,1
See also 495.4 regarding the definition of meaningful EHR user.,see also 4954 regarding the definition of meaningful ehr user,0
The solution should support the prescribing and ordering order communication dispensing administration monitoring formulary and inventory requirements of different types of inmate care facilities including an emergency department.,the solution should support the prescribing and ordering order communication dispensing administration monitoring formulary and inventory requirements of different types of inmate care facilities including an emergency department,1
The solution should provide the ability to capture a list of the patient's specialized medical equipment and each prosthetic orthotic or implantable device.,the solution should provide the ability to capture a list of the patients specialized medical equipment and each prosthetic orthotic or implantable device,1
The iTrust user HCP or administrator has been authenticated in the iTrust Medical Records system UC3.,the itrust user hcp or administrator has been authenticated in the itrust medical records system uc3,1
3 Implementation Guide for Immunization Data Transactions using Version 2.3.1 of the Health Level Seven HL7Standard Protocol Implementation Guide Version 2.2 June 2006 IBR approved for 170.205.,3 implementation guide for immunization data transactions using version 231 of the health level seven hl7standard protocol implementation guide version 22 june 2006 ibr approved for 170205,0
For example re-enter the desired date range be sure that 'Billing Status' is set to 'All' and click 'Update List' again to show the current status of the claim.,for example reenter the desired date range be sure that billing status is set to all and click update list again to show the current status of the claim,0
The objectives of the MMIS are to include claims processing and retrieval of utilization and management information necessary for program administration and audit and must coordinate with other mechanized systems and subsystems that perform other functions such as eligibility determination.,the objectives of the mmis are to include claims processing and retrieval of utilization and management information necessary for program administration and audit and must coordinate with other mechanized systems and subsystems that perform other functions such as eligibility determination,0
The witness will also have the opportunity to sign the transcript.,the witness will also have the opportunity to sign the transcript,0
The Issues list can be found on the right-hand side of the Patient Summary page.,the issues list can be found on the righthand side of the patient summary page,1
The solution should apply changes in terminology to all new clinical content via templates custom formularies.,the solution should apply changes in terminology to all new clinical content via templates custom formularies,1
It should tell you all your file system permissions are good and have a 'Continue' button on the bottom of the form.,it should tell you all your file system permissions are good and have a continue button on the bottom of the form,1
Selecting the day of the month will then fill the selected date into it's respective field in the proper format YYYY-MM-DD.,selecting the day of the month will then fill the selected date into its respective field in the proper format yyyymmdd,0
iii Exclusion in accordance with paragraph a2 of this section.,iii exclusion in accordance with paragraph a2 of this section,0
Support for Medication Immunization Ordering,support for medication immunization ordering,0
The solution should provide the ability to capture other clinical data pertinent to the immunization administration e.g. vital signs.,the solution should provide the ability to capture other clinical data pertinent to the immunization administration eg vital signs,1
A patient is a registered user of the iTrust Medical Records system UC1.,a patient is a registered user of the itrust medical records system uc1,0
The solution should provide QA drug utilization evaluation adverse drug reaction concurrent reporting functionality and maintains data for a CPHCS-defined period of time.,the solution should provide qa drug utilization evaluation adverse drug reaction concurrent reporting functionality and maintains data for a cphcsdefined period of time,1
A For the first of the theoretical 4 years 1.,a for the first of the theoretical 4 years 1,0
The solution should provide the ability to extract data for administrative purposes.,the solution should provide the ability to extract data for administrative purposes,1
The system has the capability to be configured to meet the needs of various disciplines in the ED such as Physician Nurse etc .,the system has the capability to be configured to meet the needs of various disciplines in the ed such as physician nurse etc,1
All actions that modify an existing dispute case must be recorded in the case history.,all actions that modify an existing dispute case must be recorded in the case history,1
The requirements in paragraphs b2 and 3 of this section apply to such uses and disclosure to the extent that the covered entity in the exercise of professional judgment determines that the requirements do not interfere with the ability to respond to the emergency circumstances.,the requirements in paragraphs b2 and 3 of this section apply to such uses and disclosure to the extent that the covered entity in the exercise of professional judgment determines that the requirements do not interfere with the ability to respond to the emergency circumstances,0
The solution should conform to function IN.2.2 Auditable Records.,the solution should conform to function in22 auditable records,1
Fit Criterion Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,fit criterion dr susan poslusny and karen sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with campusconnect,0
A hashing algorithm with a security strength equal to or greater than SHA-1 Secure Hash Algorithm SHA-1 as specified by the NIST in FIPS PUB 180-3 October 2008 should be used to verify that electronic health information has not been altered.,a hashing algorithm with a security strength equal to or greater than sha1 secure hash algorithm sha1 as specified by the nist in fips pub 1803 october 2008 should be used to verify that electronic health information has not been altered,1
The system has capability to automatically check for and warn of duplicate orders within a user-defined period of time.,the system has capability to automatically check for and warn of duplicate orders within a userdefined period of time,0
160.404 Amount of a civil money penalty.,160404 amount of a civil money penalty,0
The covered entity may prepare a written rebuttal to the individual's statement of disagreement.,the covered entity may prepare a written rebuttal to the individuals statement of disagreement,1
The appearance of the product shall appear professional,the appearance of the product shall appear professional,0
Maintain an up-to-date problem list of current and active diagnoses.,maintain an uptodate problem list of current and active diagnoses,1
The status of all ONC-ATCBs will expire upon the sunset of the temporary certification program in accordance with 170.490.,the status of all oncatcbs will expire upon the sunset of the temporary certification program in accordance with 170490,0
2 Organization and management including key testing and certification personnel,2 organization and management including key testing and certification personnel,0
7 Contracts must be made only with responsible contractors who possess the potential ability to perform successfully under the terms and conditions of the proposed procurement.,7 contracts must be made only with responsible contractors who possess the potential ability to perform successfully under the terms and conditions of the proposed procurement,0
C For cost reporting periods beginning in FY 2017 and each subsequent fiscal year 100 percent.,c for cost reporting periods beginning in fy 2017 and each subsequent fiscal year 100 percent,0
A setting is considered a hospital setting if it is a site of service that would be identified by the codes used in the HIPAA standard transactions as an inpatient hospital or emergency room setting.,a setting is considered a hospital setting if it is a site of service that would be identified by the codes used in the hipaa standard transactions as an inpatient hospital or emergency room setting,1
For a use or disclosure to be permitted based on documentation of approval of an alteration or waiver under paragraph i1i of this section the documentation must include all of the following,for a use or disclosure to be permitted based on documentation of approval of an alteration or waiver under paragraph i1i of this section the documentation must include all of the following,1
D For each purpose described in paragraph b1iiA or B of this section the description must include sufficient detail to place the individual on notice of the uses and disclosures that are permitted or required by this subpart and other applicable law.,d for each purpose described in paragraph b1iia or b of this section the description must include sufficient detail to place the individual on notice of the uses and disclosures that are permitted or required by this subpart and other applicable law,1
160.552 Harmless error.,160552 harmless error,0
The solution should compute drug doses based on appropriate dosage ranges using the patients body weight.,the solution should compute drug doses based on appropriate dosage ranges using the patients body weight,1
The system shall be able to display a printable summary for individual clinical sites which will include information on labs being held at that site for the given quarter Clinical site general information on labs held at that location dates and times of all labs held there.,the system shall be able to display a printable summary for individual clinical sites which will include information on labs being held at that site for the given quarter clinical site general information on labs held at that location dates and times of all labs held there,0
A qualifying hospital as defined in this subpart must receive the special incentive payment as determined under the formulas described in paragraph c of this section for the period specified in paragraph b of this section.,a qualifying hospital as defined in this subpart must receive the special incentive payment as determined under the formulas described in paragraph c of this section for the period specified in paragraph b of this section,0
The product shall be able to delete room equipment.,the product shall be able to delete room equipment,0
495.200 Definitions.,495200 definitions,0
A covered entity is not considered to have violated the requirements of this subpart if a member of its workforce who is the victim of a criminal act discloses protected health information to a law enforcement official provided that,a covered entity is not considered to have violated the requirements of this subpart if a member of its workforce who is the victim of a criminal act discloses protected health information to a law enforcement official provided that,0
Establish and implement as needed procedures to restore any loss of data.,establish and implement as needed procedures to restore any loss of data,1
3 Needy individual patient volume.,3 needy individual patient volume,0
a Except as provided in paragraph b of this section testimony at the hearing must be given orally by witnesses under oath or affirmation.,a except as provided in paragraph b of this section testimony at the hearing must be given orally by witnesses under oath or affirmation,0
The solution should provide messaging capability notification for instant alert of medication errors.,the solution should provide messaging capability notification for instant alert of medication errors,1
h Refusing to consider any motion or other action that is not filed in a timely manner.,h refusing to consider any motion or other action that is not filed in a timely manner,1
If CMS disapproves a State request for any elements of a States advance planning document or State Medicaid HIT Plan under this subpart or determines that requirements are met for approval on a date later than the date requested the decision notice includes the following,if cms disapproves a state request for any elements of a states advance planning document or state medicaid hit plan under this subpart or determines that requirements are met for approval on a date later than the date requested the decision notice includes the following,0
April 14 2004.,april 14 2004,0
1 A physician as described in section 1861r of the Act including a doctor of medicine or osteopathy who is either of the following,1 a physician as described in section 1861r of the act including a doctor of medicine or osteopathy who is either of the following,0
3 Initial amount.,3 initial amount,0
An anonymous survey will show that 70 of customers are comfortable purchasing streaming movies after 2 weeks using the website.,an anonymous survey will show that 70 of customers are comfortable purchasing streaming movies after 2 weeks using the website,0
HL7 Version 3 Standard Context-Aware Retrieval Application Infobutton incorporated by reference in 170.299.,hl7 version 3 standard contextaware retrieval application infobutton incorporated by reference in 170299,0
The system has capability to have voice recognition.,the system has capability to have voice recognition,0
System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.,system shall let administrators generate unique prepaid pins in under 2 minutes and generate an excel file with the generated pins,0
iii Exclusion in accordance with paragraph a2 of this section.,iii exclusion in accordance with paragraph a2 of this section,0
3 Once notified by the National Coordinator of its successful achievement of ONC-ATCB status the applicant may represent itself as an ONC-ATCB and begin testing and certifying Complete EHRs possibly and possibly EHR Modules consistent with its authorization.,3 once notified by the national coordinator of its successful achievement of oncatcb status the applicant may represent itself as an oncatcb and begin testing and certifying complete ehrs possibly and possibly ehr modules consistent with its authorization,1
The website shall not be offensive to religious or ethnic groups.,the website shall not be offensive to religious or ethnic groups,0
SUBCHAPTER GSTANDARDS AND CERTIFICATIONS,subchapter gstandards and certifications,0
Payment means,payment means,0
3.2.8 UC8 View Access Log Use Case.,328 uc8 view access log use case,0
On server consider only opening port 443,on server consider only opening port 443,0
This brings you to the patient's Summary page as well as the Past Encounters Documents page which lists any previous encounters or files that were uploaded for that patient.,this brings you to the patients summary page as well as the past encounters documents page which lists any previous encounters or files that were uploaded for that patient,1
1 The National Coordinator may revoke an ONC-ATCB's status if,1 the national coordinator may revoke an oncatcbs status if,1
The notice must contain the following statement as a header or otherwise prominently displayed THIS NOTICE DESCRIBES HOW MEDICAL INFORMATION ABOUT YOU MAY BE USED AND DISCLOSED AND HOW YOU CAN GET ACCESS TO THIS INFORMATION.,the notice must contain the following statement as a header or otherwise prominently displayed this notice describes how medical information about you may be used and disclosed and how you can get access to this information,1
2 The date certified,2 the date certified,0
B For the second of the theoretical 4 years 3 or 4.,b for the second of the theoretical 4 years 3 or 4,0
The system shall utilize naming conventions and standards for data elements entities and tables programs report names etc.,the system shall utilize naming conventions and standards for data elements entities and tables programs report names etc,1
The HCP can choose to graph the height or weight of the patient.,the hcp can choose to graph the height or weight of the patient,1
iii Radiology or imaging.,iii radiology or imaging,0
vi For national security or intelligence purposes as provided in 164.512k2,vi for national security or intelligence purposes as provided in 164512k2,0
A covered entity must reasonably safeguard protected health information from any intentional or unintentional use or disclosure that is in violation of the standards implementation specifications or other requirements of this subpart.,a covered entity must reasonably safeguard protected health information from any intentional or unintentional use or disclosure that is in violation of the standards implementation specifications or other requirements of this subpart,1
Upon notice of termination by User CMS will cease releasing data from the files to the User under this Agreement and will notify the User to destroy such data files.,upon notice of termination by user cms will cease releasing data from the files to the user under this agreement and will notify the user to destroy such data files,0
ii The protected health information makes reference to another person unless such other person is a health care provider and a licensed health care professional has determined in the exercise of professional judgment that the access requested is reasonably likely to cause substantial harm to such other person or,ii the protected health information makes reference to another person unless such other person is a health care provider and a licensed health care professional has determined in the exercise of professional judgment that the access requested is reasonably likely to cause substantial harm to such other person or,0
